path,label,score,rec_score,lat_score,disc_score
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000000_orig0_1_2.png,1,0.47108374482546445,0.5506804573881039,0.25997806401362533,0.6277443914999572
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000002_orig6_7_8.png,1,0.2340362209783429,0.2890423563401342,0.02762105255121068,0.7901678893221471
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000004_orig12_13_14.png,1,0.23028940894128186,0.2863628235192656,0.025430698782483704,0.7868717980946623
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000005_orig15_16_17.png,1,0.23479637714292723,0.2902877953320135,0.027453082875126617,0.7900005952658881
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000007_orig21_22_23.png,1,0.2352505217483377,0.29007123860302836,0.02798738588153119,0.7913502334261048
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000009_orig27_28_29.png,1,0.23479637714292723,0.2902877953320135,0.027453082875126617,0.7900005952658881
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000011_orig33_34_35.png,1,0.2308326045286439,0.286476967622391,0.02838741419834423,0.784076703882218
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000013_orig39_40_41.png,1,0.2371284283316095,0.29395435757796357,0.02791211390904004,0.7884115230198613
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000015_orig45_46_47.png,1,0.23285318252118087,0.28773762582802037,0.027849709132323784,0.7888934892295599
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000016_orig48_49_50.png,1,0.23502740551168538,0.2903298067033027,0.027696773640482803,0.7903489032613268
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000018_orig54_55_56.png,1,0.23753599931796915,0.29434625233202744,0.027744054409599782,0.7891284975466858
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000020_orig60_61_62.png,1,0.1995150793173394,0.25829859336416916,0.02053621287551566,0.7552954875526362
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000022_orig66_67_68.png,1,0.2358558425762063,0.2909942205035784,0.02693055795630307,0.7927735606349119
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000024_orig72_73_74.png,1,0.23773193765143003,0.2933793566584694,0.027308691830043655,0.7928932776778169
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000026_orig78_79_80.png,1,0.23509411459101276,0.290204882323771,0.027673587986665048,0.7909324408623256
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000027_orig81_82_83.png,1,0.23438755719771048,0.2897297574945116,0.027548115985980594,0.7898040911363139
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000029_orig87_88_89.png,1,0.22632907725822335,0.28020839542561166,0.028395554439999374,0.7837733174389228
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000031_orig93_94_95.png,1,0.7557453668093953,0.7793873505504917,0.5483771024770531,0.6323525018538438
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000033_orig99_100_101.png,1,0.4831565838371233,0.5192020502817457,0.26619096591489944,0.739912843337304
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000035_orig105_106_107.png,1,0.4850494717685759,0.5187234377160018,0.26693129001665605,0.7467081685748738
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000036_orig108_109_110.png,1,0.48463732879117183,0.5204608060856563,0.2667779615476317,0.7411339129172476
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000038_orig114_115_116.png,1,0.456595989190217,0.536763596148017,0.25862083310152356,0.6132210102746433
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000040_orig120_121_122.png,1,0.22874697119179163,0.27961991916060963,0.0266190056453418,0.7964794780425445
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000042_orig126_127_128.png,1,0.23445273498263336,0.2896022965793549,0.027524211745313283,0.7903896203332206
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000044_orig132_133_134.png,1,0.23382674090572048,0.28902792979376696,0.02750814459247396,0.7896308222923313
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000046_orig138_139_140.png,1,0.2352505217483377,0.29007123860302836,0.02798738588153119,0.7913502334261048
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000047_orig141_142_143.png,1,0.23436112154963376,0.2894034955997448,0.02749876927967114,0.7906000656341496
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000049_orig147_148_149.png,1,0.24142108619998998,0.297231878672428,0.028016791802765426,0.795275890248903
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000051_orig153_154_155.png,1,0.23570920548845914,0.29073375000158536,0.027949356918102262,0.7913767880382094
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000053_orig159_160_161.png,1,0.22726530020602723,0.28257767823284635,0.02586592662700554,0.7849629640612092
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000055_orig165_166_167.png,1,0.2340362209783429,0.2890423563401342,0.02762105255121068,0.7901678893221471
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000057_orig171_172_173.png,1,0.23525770048580807,0.2909582334043986,0.02773573452123225,0.7895356682656232
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000058_orig174_175_176.png,1,0.34399625725437283,0.49491472167228723,0.203588083786553,0.4012862168949736
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000060_orig180_181_182.png,1,0.5143617226877018,0.5361925585654369,0.30779727923931294,0.745632706784637
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000062_orig186_187_188.png,1,0.4837230126380147,0.5180212929483041,0.26646142404040163,0.7444667380248104
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000064_orig192_193_194.png,1,0.482889310647568,0.5174751451215445,0.26600089969319146,0.7435678644050694
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000066_orig198_199_200.png,1,0.48048393340174106,0.664298229371307,0.340302375732334,0.2565321579671913
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000068_orig204_205_206.png,1,0.4296185819358486,0.5640487927992827,0.22863537157311967,0.49436566453248726
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000069_orig207_208_209.png,1,0.698229128468414,0.7351041945421363,0.5393468460970545,0.5527413321873543
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000071_orig213_214_215.png,1,0.48433401285553085,0.5188260088753381,0.2670995291628087,0.743663461008646
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000073_orig219_220_221.png,1,0.48372387483635976,0.5174833888623257,0.2666363550265908,0.7455521577945864
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000075_orig225_226_227.png,1,0.4824707189970613,0.5246327730548893,0.26153959814939187,0.7308820623373945
