path,label,score
A:\DATAS\rt-iot2022\UNSW_schemeC_row2D_rgb3_T3_2\UNSW_schemeC_row2D_rgb3_T3_2\test\abnormal\test_00000081_orig243_244_245.png,1,0.435012678189312
A:\DATAS\rt-iot2022\UNSW_schemeC_row2D_rgb3_T3_2\UNSW_schemeC_row2D_rgb3_T3_2\test\abnormal\test_00000082_orig246_247_248.png,1,0.38283873152328246
A:\DATAS\rt-iot2022\UNSW_schemeC_row2D_rgb3_T3_2\UNSW_schemeC_row2D_rgb3_T3_2\test\abnormal\test_00000083_orig249_250_251.png,1,0.466723035035595
A:\DATAS\rt-iot2022\UNSW_schemeC_row2D_rgb3_T3_2\UNSW_schemeC_row2D_rgb3_T3_2\test\abnormal\test_00000084_orig252_253_254.png,1,0.21145569637121292
A:\DATAS\rt-iot2022\UNSW_schemeC_row2D_rgb3_T3_2\UNSW_schemeC_row2D_rgb3_T3_2\test\abnormal\test_00000085_orig255_256_257.png,1,0.1646611520832508
A:\DATAS\rt-iot2022\UNSW_schemeC_row2D_rgb3_T3_2\UNSW_schemeC_row2D_rgb3_T3_2\test\abnormal\test_00000086_orig258_259_260.png,1,0.155544304484141
A:\DATAS\rt-iot2022\UNSW_schemeC_row2D_rgb3_T3_2\UNSW_schemeC_row2D_rgb3_T3_2\test\abnormal\test_00000087_orig261_262_263.png,1,0.3795610673013273
A:\DATAS\rt-iot2022\UNSW_schemeC_row2D_rgb3_T3_2\UNSW_schemeC_row2D_rgb3_T3_2\test\abnormal\test_00000088_orig264_265_266.png,1,0.3896366837037367
A:\DATAS\rt-iot2022\UNSW_schemeC_row2D_rgb3_T3_2\UNSW_schemeC_row2D_rgb3_T3_2\test\abnormal\test_00000089_orig267_268_269.png,1,0.4611610770803457
A:\DATAS\rt-iot2022\UNSW_schemeC_row2D_rgb3_T3_2\UNSW_schemeC_row2D_rgb3_T3_2\test\abnormal\test_00000090_orig270_271_272.png,1,0.25796794058956624
A:\DATAS\rt-iot2022\UNSW_schemeC_row2D_rgb3_T3_2\UNSW_schemeC_row2D_rgb3_T3_2\test\abnormal\test_00000091_orig273_274_275.png,1,0.3269051559472742
A:\DATAS\rt-iot2022\UNSW_schemeC_row2D_rgb3_T3_2\UNSW_schemeC_row2D_rgb3_T3_2\test\abnormal\test_00000092_orig276_277_278.png,1,0.21281824807739644
A:\DATAS\rt-iot2022\UNSW_schemeC_row2D_rgb3_T3_2\UNSW_schemeC_row2D_rgb3_T3_2\test\abnormal\test_00000093_orig279_280_281.png,1,0.23970647173284756
A:\DATAS\rt-iot2022\UNSW_schemeC_row2D_rgb3_T3_2\UNSW_schemeC_row2D_rgb3_T3_2\test\abnormal\test_00000094_orig282_283_284.png,1,0.028197477966654592
A:\DATAS\rt-iot2022\UNSW_schemeC_row2D_rgb3_T3_2\UNSW_schemeC_row2D_rgb3_T3_2\test\abnormal\test_00000095_orig285_286_287.png,1,0.030848104632029368
A:\DATAS\rt-iot2022\UNSW_schemeC_row2D_rgb3_T3_2\UNSW_schemeC_row2D_rgb3_T3_2\test\abnormal\test_00000096_orig288_289_290.png,1,0.03353821480420835
