path,label,score,rec_score,kl_score
A:\DATAS\rt-iot2022\UNSW_schemeC_row2D_rgb3_T3_2\UNSW_schemeC_row2D_rgb3_T3_2\test\abnormal\test_00000081_orig243_244_245.png,1,0.27779174644596805,0.30398650483735956,0.23805848738463295
A:\DATAS\rt-iot2022\UNSW_schemeC_row2D_rgb3_T3_2\UNSW_schemeC_row2D_rgb3_T3_2\test\abnormal\test_00000082_orig246_247_248.png,1,0.36412104910578796,0.3989540876098836,0.22558725868099933
A:\DATAS\rt-iot2022\UNSW_schemeC_row2D_rgb3_T3_2\UNSW_schemeC_row2D_rgb3_T3_2\test\abnormal\test_00000083_orig249_250_251.png,1,0.40807172222670435,0.4403126014977943,0.2471978954458739
A:\DATAS\rt-iot2022\UNSW_schemeC_row2D_rgb3_T3_2\UNSW_schemeC_row2D_rgb3_T3_2\test\abnormal\test_00000084_orig252_253_254.png,1,0.37799419305254445,0.3993183031303483,0.2831715387869925
A:\DATAS\rt-iot2022\UNSW_schemeC_row2D_rgb3_T3_2\UNSW_schemeC_row2D_rgb3_T3_2\test\abnormal\test_00000085_orig255_256_257.png,1,0.23303948946224468,0.23959920287272832,0.30515163294438524
A:\DATAS\rt-iot2022\UNSW_schemeC_row2D_rgb3_T3_2\UNSW_schemeC_row2D_rgb3_T3_2\test\abnormal\test_00000086_orig258_259_260.png,1,0.28366345965882594,0.3229911888490212,0.18702851062839082
A:\DATAS\rt-iot2022\UNSW_schemeC_row2D_rgb3_T3_2\UNSW_schemeC_row2D_rgb3_T3_2\test\abnormal\test_00000087_orig261_262_263.png,1,0.2942945304028714,0.2922182057470299,0.3553640130459537
A:\DATAS\rt-iot2022\UNSW_schemeC_row2D_rgb3_T3_2\UNSW_schemeC_row2D_rgb3_T3_2\test\abnormal\test_00000088_orig264_265_266.png,1,0.44062346201054353,0.4795905853789158,0.2286192227791509
A:\DATAS\rt-iot2022\UNSW_schemeC_row2D_rgb3_T3_2\UNSW_schemeC_row2D_rgb3_T3_2\test\abnormal\test_00000089_orig267_268_269.png,1,0.2910990348818577,0.3188816919315986,0.23511072081003198
A:\DATAS\rt-iot2022\UNSW_schemeC_row2D_rgb3_T3_2\UNSW_schemeC_row2D_rgb3_T3_2\test\abnormal\test_00000090_orig270_271_272.png,1,0.37918444543836566,0.4315049517168897,0.15949040477342363
A:\DATAS\rt-iot2022\UNSW_schemeC_row2D_rgb3_T3_2\UNSW_schemeC_row2D_rgb3_T3_2\test\abnormal\test_00000091_orig273_274_275.png,1,0.41175928235456455,0.4356366835144006,0.2815950369109998
A:\DATAS\rt-iot2022\UNSW_schemeC_row2D_rgb3_T3_2\UNSW_schemeC_row2D_rgb3_T3_2\test\abnormal\test_00000092_orig276_277_278.png,1,0.21963607131778431,0.2223836537164329,0.3169717402272059
A:\DATAS\rt-iot2022\UNSW_schemeC_row2D_rgb3_T3_2\UNSW_schemeC_row2D_rgb3_T3_2\test\abnormal\test_00000093_orig279_280_281.png,1,0.32264868350549186,0.3724683895258164,0.15503250700914672
A:\DATAS\rt-iot2022\UNSW_schemeC_row2D_rgb3_T3_2\UNSW_schemeC_row2D_rgb3_T3_2\test\abnormal\test_00000094_orig282_283_284.png,1,0.0673940055284172,0.09242907789405948,0.18888027715520977
A:\DATAS\rt-iot2022\UNSW_schemeC_row2D_rgb3_T3_2\UNSW_schemeC_row2D_rgb3_T3_2\test\abnormal\test_00000095_orig285_286_287.png,1,0.07499504513919646,0.10234967663709306,0.18154628584397978
