path,label,score,disc_score,reconstruction_score,latent_score,fft_score
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000000_orig0_1_2.png,1,0.6209801075652217,0.39179101608455813,0.7358458205419095,0.28258239435850124,0.8925805622924908
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000002_orig6_7_8.png,1,0.5800910542661057,0.31635937507208756,0.7453773670484598,0.23202193540153976,0.9547583212333944
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000004_orig12_13_14.png,1,0.5793614876116691,0.3164298094120578,0.743163145421365,0.23353161586396554,0.9544319694394329
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000005_orig15_16_17.png,1,0.5808306995296706,0.31587571568517386,0.7467553334682409,0.23268591278647355,0.955176989440831
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000007_orig21_22_23.png,1,0.5804161256497488,0.31609409289643536,0.7462220692780698,0.23199620121035305,0.9549251101529473
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000009_orig27_28_29.png,1,0.5808306995296706,0.31587571568517386,0.7467553334682409,0.23268591278647355,0.955176989440831
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000011_orig33_34_35.png,1,0.5839759451313645,0.3228405646434992,0.7453211759870988,0.23340118229219728,0.9551265545951306
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000013_orig39_40_41.png,1,0.5845998039449838,0.3171338452382234,0.7506967875239684,0.23531591187343853,0.9565692566287166
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000015_orig45_46_47.png,1,0.5814968734608036,0.3190652532637397,0.7453520259815716,0.23193680105672346,0.9548156871836209
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000016_orig48_49_50.png,1,0.581164100530453,0.31621819881861,0.7469709161677108,0.23277809759462867,0.9552375997378568
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000018_orig54_55_56.png,1,0.5840907048466697,0.3160319630419638,0.7509501981928514,0.2351158549761994,0.9565823814862234
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000020_orig60_61_62.png,1,0.581270591988655,0.3344263984215326,0.7243255511773864,0.2432372836961913,0.950551435726688
