path,label,score,rec_score,disc_score
/root/New_CheckLiuliang_remote/datasets/cic/test/abnormal/0000661.png,1,0.4020250740565545,0.4166954918736094,0.022863921473326235
/root/New_CheckLiuliang_remote/datasets/cic/test/abnormal/0002715.png,1,0.3368808888474998,0.356538034393146,0.0022659846183398905
/root/New_CheckLiuliang_remote/datasets/cic/test/abnormal/0002716.png,1,0.3022237339011135,0.30227973933916213,0.04323400545873317
/root/New_CheckLiuliang_remote/datasets/cic/test/abnormal/0002717.png,1,0.2595231743024964,0.2721051016954228,0.008132306691085804
/root/New_CheckLiuliang_remote/datasets/cic/test/abnormal/0002718.png,1,0.2445998618365424,0.2556211471298206,0.009720723901859631
/root/New_CheckLiuliang_remote/datasets/cic/test/abnormal/0002719.png,1,0.22940179032440142,0.24180048407805585,0.0044158897139688225
/root/New_CheckLiuliang_remote/datasets/cic/test/abnormal/0002720.png,1,0.24629877718620088,0.2578380380922908,0.008745843136124209
/root/New_CheckLiuliang_remote/datasets/cic/test/abnormal/0002721.png,1,0.24580129687906146,0.2576519219745608,0.007950885630590774
/root/New_CheckLiuliang_remote/datasets/cic/test/abnormal/0002722.png,1,0.24619315674397266,0.2580071882077569,0.008090181057843924
/root/New_CheckLiuliang_remote/datasets/cic/test/abnormal/0002723.png,1,0.24014097879844443,0.25183351030202544,0.007541050025406438
/root/New_CheckLiuliang_remote/datasets/cic/test/abnormal/0002724.png,1,0.24667025282290986,0.2584429270637125,0.008252317939566005
/root/New_CheckLiuliang_remote/datasets/cic/test/abnormal/0002725.png,1,0.24438680766940618,0.2562234402101856,0.007788935973905323
/root/New_CheckLiuliang_remote/datasets/cic/test/abnormal/0002726.png,1,0.242381054343564,0.2540175817847066,0.007979905511268513
/root/New_CheckLiuliang_remote/datasets/cic/test/abnormal/0002727.png,1,0.24742129342395,0.25911869313202324,0.008531283244145567
/root/New_CheckLiuliang_remote/datasets/cic/test/abnormal/0002728.png,1,0.2516486170852168,0.26352489371448556,0.008695479601270584
/root/New_CheckLiuliang_remote/datasets/cic/test/abnormal/0002729.png,1,0.23932710113398767,0.2510364790372063,0.00738977219580893
/root/New_CheckLiuliang_remote/datasets/cic/test/abnormal/0002730.png,1,0.2424428851627102,0.25403876610993764,0.008083253731488592
/root/New_CheckLiuliang_remote/datasets/cic/test/abnormal/0002731.png,1,0.24486650618032832,0.2566817540472955,0.007904828271579652
/root/New_CheckLiuliang_remote/datasets/cic/test/abnormal/0002732.png,1,0.24431584496222578,0.25616048985205925,0.007760477768337475
/root/New_CheckLiuliang_remote/datasets/cic/test/abnormal/0002733.png,1,0.2499086892273343,0.26168125480181903,0.008698100751783412
/root/New_CheckLiuliang_remote/datasets/cic/test/abnormal/0002734.png,1,0.23725982527946124,0.2489174438965363,0.007226137513793805
/root/New_CheckLiuliang_remote/datasets/cic/test/abnormal/0002735.png,1,0.24575352530328096,0.25751146572631134,0.008160577671617021
/root/New_CheckLiuliang_remote/datasets/cic/test/abnormal/0002736.png,1,0.24640240497696295,0.2581599285833286,0.00825082013927296
/root/New_CheckLiuliang_remote/datasets/cic/test/abnormal/0002737.png,1,0.24643686933589223,0.25834743535698185,0.007898462620334211
/root/New_CheckLiuliang_remote/datasets/cic/test/abnormal/0002738.png,1,0.24577629608418214,0.2575690388815344,0.00808250483134207
/root/New_CheckLiuliang_remote/datasets/cic/test/abnormal/0002739.png,1,0.2488247493349937,0.2606965313425568,0.008317472252313446
/root/New_CheckLiuliang_remote/datasets/cic/test/abnormal/0002740.png,1,0.24793612876649862,0.25969613982655926,0.008456018779420075
/root/New_CheckLiuliang_remote/datasets/cic/test/abnormal/0002741.png,1,0.24694094900959698,0.2586227852297878,0.008501514463321305
/root/New_CheckLiuliang_remote/datasets/cic/test/abnormal/0002742.png,1,0.24475407349414235,0.25658074607206915,0.00786270263833777
/root/New_CheckLiuliang_remote/datasets/cic/test/abnormal/0002743.png,1,0.24941487272195076,0.26123109947945894,0.008528287643559477
