path,label,score,rec_score,disc_score
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000000_orig0_1_2.png,1,0.7457688038798697,0.6270586947649927,0.9321645765384354
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000002_orig6_7_8.png,1,0.563624802598994,0.3975698760333033,0.9454674830209432
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000004_orig12_13_14.png,1,0.5612454504526476,0.39511345018721,0.9443780090054756
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000005_orig15_16_17.png,1,0.5645062693589364,0.3986090548037837,0.9455697242756743
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000007_orig21_22_23.png,1,0.5645144998834121,0.39860090970564804,0.9456123247984789
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000009_orig27_28_29.png,1,0.5645062693589364,0.3986090548037837,0.9455697242756743
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000011_orig33_34_35.png,1,0.5611932042950802,0.3942103624314136,0.9463354343178269
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000013_orig39_40_41.png,1,0.5669777733578555,0.4013763518953898,0.9461980132765216
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000015_orig45_46_47.png,1,0.5624654669953317,0.3959659704587472,0.9458863423548415
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000016_orig48_49_50.png,1,0.5645867548662259,0.3986647129743777,0.9456705913199923
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000018_orig54_55_56.png,1,0.5674477306267567,0.4020021669354832,0.9460850531805688
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000020_orig60_61_62.png,1,0.5398867898950486,0.37016806900934396,0.9413528222021832
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000022_orig66_67_68.png,1,0.5654574790665703,0.400041234559312,0.9449549025368749
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000024_orig72_73_74.png,1,0.5670982923985811,0.4018989956924309,0.9453240154538206
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000026_orig78_79_80.png,1,0.5645808489096232,0.398740733890311,0.9454762779675868
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000027_orig81_82_83.png,1,0.5640768692061036,0.39806027881689054,0.9456191958505442
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000029_orig87_88_89.png,1,0.5572240666356398,0.3893182128636553,0.9463717134727314
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000031_orig93_94_95.png,1,0.829401076855183,0.8216970142276199,0.717765764735727
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000033_orig99_100_101.png,1,0.7093178274126495,0.6394154873950364,0.7988342847908163
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000035_orig105_106_107.png,1,0.7093783634125869,0.6394799694219441,0.7988573715257556
