path,label,score,disc_score,reconstruction_score,latent_score,fft_score
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000000_orig0_1_2.png,1,0.8189633283349987,0.5182098953946649,0.7065305690959526,0.7974902449004252,0.0
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000002_orig6_7_8.png,1,0.7383587964995951,0.542382600281605,0.6932442541129332,0.5261426804739658,0.0
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000004_orig12_13_14.png,1,0.7442010983388093,0.5451950339790532,0.6967569638193714,0.5333603885095116,0.0
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000005_orig15_16_17.png,1,0.7399268825350359,0.5418803082224808,0.6957002166150887,0.5276319481470639,0.0
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000007_orig21_22_23.png,1,0.7384802248802372,0.5417826626461871,0.69415830627822,0.5259730572014415,0.0
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000009_orig27_28_29.png,1,0.7399268825350359,0.5418803082224808,0.6957002166150887,0.5276319481470639,0.0
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000011_orig33_34_35.png,1,0.7320353326261472,0.5411284774683838,0.6857139756325108,0.5217226115220175,0.0
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000013_orig39_40_41.png,1,0.7413857332992313,0.5397242697878961,0.6990131532669326,0.5301736551278806,0.0
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000015_orig45_46_47.png,1,0.7367458119828219,0.5424300166519863,0.6911966807928056,0.5245942296029776,0.0
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000016_orig48_49_50.png,1,0.7393871367345396,0.5422206613217434,0.6948203308675899,0.5268866978188702,0.0
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000018_orig54_55_56.png,1,0.7429983511218732,0.5400234349383105,0.700991589835772,0.5312354298805045,0.0
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000020_orig60_61_62.png,1,0.7398420565701082,0.5605591434835441,0.6711558659920742,0.5376310903429754,0.0
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000022_orig66_67_68.png,1,0.7430898832726968,0.5419807666343056,0.6997471283125849,0.5302744074766698,0.0
/root/New_CheckLiuliang_remote/datasets/toniot/test/abnormal/test_00000024_orig72_73_74.png,1,0.7445707500414572,0.5415608504728778,0.7021612871976824,0.5314196728120315,0.0
