path,label,score,rec_score,lat_score,disc_score
A:\DATAS\rt-iot2022\UNSW_schemeC_row2D_rgb3_T3_2\UNSW_schemeC_row2D_rgb3_T3_2\test\abnormal\test_00000081_orig243_244_245.png,1,0.45938639349062876,0.4449296859113206,0.1447934271341301,0.7020466392431445
A:\DATAS\rt-iot2022\UNSW_schemeC_row2D_rgb3_T3_2\UNSW_schemeC_row2D_rgb3_T3_2\test\abnormal\test_00000082_orig246_247_248.png,1,0.5913602945871164,0.5357140216698487,0.26163819993164,0.7513746211782476
A:\DATAS\rt-iot2022\UNSW_schemeC_row2D_rgb3_T3_2\UNSW_schemeC_row2D_rgb3_T3_2\test\abnormal\test_00000083_orig249_250_251.png,1,0.7744672504195926,0.6430104849578714,0.4423901387589221,0.8385161018437282
A:\DATAS\rt-iot2022\UNSW_schemeC_row2D_rgb3_T3_2\UNSW_schemeC_row2D_rgb3_T3_2\test\abnormal\test_00000084_orig252_253_254.png,1,0.4803001219209927,0.4141874299120814,0.3476376493055371,0.5461934211318761
A:\DATAS\rt-iot2022\UNSW_schemeC_row2D_rgb3_T3_2\UNSW_schemeC_row2D_rgb3_T3_2\test\abnormal\test_00000085_orig255_256_257.png,1,0.3152754594895341,0.3486612385359701,0.14274516438387194,0.45270664387870946
A:\DATAS\rt-iot2022\UNSW_schemeC_row2D_rgb3_T3_2\UNSW_schemeC_row2D_rgb3_T3_2\test\abnormal\test_00000086_orig258_259_260.png,1,0.31537000024093803,0.3299800536737773,0.13998015298591399,0.5038805995256679
A:\DATAS\rt-iot2022\UNSW_schemeC_row2D_rgb3_T3_2\UNSW_schemeC_row2D_rgb3_T3_2\test\abnormal\test_00000087_orig261_262_263.png,1,0.36367995304716716,0.3868925716782745,0.21052330519744653,0.42107974385845165
A:\DATAS\rt-iot2022\UNSW_schemeC_row2D_rgb3_T3_2\UNSW_schemeC_row2D_rgb3_T3_2\test\abnormal\test_00000088_orig264_265_266.png,1,0.5384088765830943,0.5627954606068325,0.24719657219444757,0.5241572686444813
A:\DATAS\rt-iot2022\UNSW_schemeC_row2D_rgb3_T3_2\UNSW_schemeC_row2D_rgb3_T3_2\test\abnormal\test_00000089_orig267_268_269.png,1,0.45719098028234356,0.4428601654572784,0.14370730613037105,0.7013378945219317
A:\DATAS\rt-iot2022\UNSW_schemeC_row2D_rgb3_T3_2\UNSW_schemeC_row2D_rgb3_T3_2\test\abnormal\test_00000090_orig270_271_272.png,1,0.42379060759307846,0.48625818575812757,0.2235161539962127,0.3588483548941592
A:\DATAS\rt-iot2022\UNSW_schemeC_row2D_rgb3_T3_2\UNSW_schemeC_row2D_rgb3_T3_2\test\abnormal\test_00000091_orig273_274_275.png,1,0.4479996204292603,0.46995012940749614,0.17976419241076352,0.5480789106152455
